Pos.X,Pos.Y,Pos.Z,Latitude,Longitude,Altitude
4435683.030768435,3085279.8443040582,3375080.3352231244,32.16410688624419,34.82089662754028,-1445.7588376486674
4435676.982042674,3085266.6310649808,3375066.0606752913,32.164057963001014,34.82081822707862,-1463.948371569626
4436880.210321143,3085273.353529802,3376315.0620900975,32.168832109212204,34.81359242544334,40.44274044595659
4435211.091764349,3083519.607954824,3374596.1975792698,32.16709694156141,34.80842757772782,-2882.2033142000437
4436905.7569305245,3085287.300964256,3376338.381914532,32.168871187246936,34.8135592011651,77.35311771556735
4436887.135125809,3085282.9265199727,3376322.2564601325,32.16883349004902,34.81363383885153,53.71198248397559
4435684.356809923,3083537.2337913793,3375085.1525902743,32.168916186822926,34.80571577883012,-2284.4292377373204
4436887.205649318,3085287.3942659358,3376326.059456132,32.168849995683026,34.81367230153802,57.94487525802106
4435686.968486415,3083548.7692973465,3375091.471985137,32.16892251849788,34.80580042544075,-2273.6758693186566
4435687.515044266,3083538.43574178,3375084.081155393,32.168892254559964,34.80570712648068,-2282.2238441249356
4436881.02036266,3085279.543997369,3376320.953293314,32.168856917963886,34.81364140749834,47.13390225172043
